measure_id,expires,commodity,commodity_description,measure_type,geographical_area,additional_code,exporter
20230179,2027-04-06,7208370090,Other,554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230204,2027-04-06,7208370090,Other,554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230229,2027-04-06,7208370090,Other,554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230334,2027-04-06,7208370090,Other,554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230359,2027-04-06,7208370090,Other,554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230384,2027-04-06,7208370090,Other,554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230409,2027-04-06,7208370090,Other,554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230434,2027-04-06,7208370090,Other,554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230459,2027-04-06,7208370090,Other,554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230484,2027-04-06,7208370090,Other,554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229090,2027-04-06,7208380090,Other,552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229129,2027-04-06,7208380090,Other,552,CN,12705,Angang Steel Company Limited
20229154,2027-04-06,7208380090,Other,552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229179,2027-04-06,7208380090,Other,552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229204,2027-04-06,7208380090,Other,552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229229,2027-04-06,7208380090,Other,552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229254,2027-04-06,7208380090,Other,552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229279,2027-04-06,7208380090,Other,552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229304,2027-04-06,7208380090,Other,552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229329,2027-04-06,7208380090,Other,552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229354,2027-04-06,7208380090,Other,552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229379,2027-04-06,7208380090,Other,552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229404,2027-04-06,7208380090,Other,552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229429,2027-04-06,7208380090,Other,552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229454,2027-04-06,7208380090,Other,552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229479,2027-04-06,7208380090,Other,552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229504,2027-04-06,7208380090,Other,552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229529,2027-04-06,7208380090,Other,552,CN,12524,All Other Overseas Exporters (Residual Rate)
20229980,2027-04-06,7208380090,Other,554,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20230005,2027-04-06,7208380090,Other,554,CN,12705,Angang Steel Company Limited
20230030,2027-04-06,7208380090,Other,554,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20230055,2027-04-06,7208380090,Other,554,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20230080,2027-04-06,7208380090,Other,554,CN,12725,"Bengang Steel Plates Co., Ltd"
20230105,2027-04-06,7208380090,Other,554,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20230130,2027-04-06,7208380090,Other,554,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20230155,2027-04-06,7208380090,Other,554,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20230180,2027-04-06,7208380090,Other,554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230205,2027-04-06,7208380090,Other,554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230230,2027-04-06,7208380090,Other,554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230335,2027-04-06,7208380090,Other,554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230360,2027-04-06,7208380090,Other,554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230385,2027-04-06,7208380090,Other,554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230410,2027-04-06,7208380090,Other,554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230435,2027-04-06,7208380090,Other,554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230460,2027-04-06,7208380090,Other,554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230485,2027-04-06,7208380090,Other,554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229091,2027-04-06,7208390090,Other,552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229130,2027-04-06,7208390090,Other,552,CN,12705,Angang Steel Company Limited
20229155,2027-04-06,7208390090,Other,552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229180,2027-04-06,7208390090,Other,552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229205,2027-04-06,7208390090,Other,552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229230,2027-04-06,7208390090,Other,552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229255,2027-04-06,7208390090,Other,552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229280,2027-04-06,7208390090,Other,552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229305,2027-04-06,7208390090,Other,552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229330,2027-04-06,7208390090,Other,552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229355,2027-04-06,7208390090,Other,552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229380,2027-04-06,7208390090,Other,552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229405,2027-04-06,7208390090,Other,552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229430,2027-04-06,7208390090,Other,552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229455,2027-04-06,7208390090,Other,552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229480,2027-04-06,7208390090,Other,552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229505,2027-04-06,7208390090,Other,552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229530,2027-04-06,7208390090,Other,552,CN,12524,All Other Overseas Exporters (Residual Rate)
20229981,2027-04-06,7208390090,Other,554,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20230006,2027-04-06,7208390090,Other,554,CN,12705,Angang Steel Company Limited
20230031,2027-04-06,7208390090,Other,554,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20230056,2027-04-06,7208390090,Other,554,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20230081,2027-04-06,7208390090,Other,554,CN,12725,"Bengang Steel Plates Co., Ltd"
20230106,2027-04-06,7208390090,Other,554,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20230131,2027-04-06,7208390090,Other,554,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20230156,2027-04-06,7208390090,Other,554,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20230181,2027-04-06,7208390090,Other,554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230206,2027-04-06,7208390090,Other,554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230231,2027-04-06,7208390090,Other,554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230336,2027-04-06,7208390090,Other,554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230361,2027-04-06,7208390090,Other,554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230386,2027-04-06,7208390090,Other,554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230411,2027-04-06,7208390090,Other,554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230436,2027-04-06,7208390090,Other,554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230461,2027-04-06,7208390090,Other,554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230486,2027-04-06,7208390090,Other,554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229092,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229131,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12705,Angang Steel Company Limited
20229156,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229181,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229206,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229231,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229256,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229281,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229306,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229331,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229356,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229381,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229406,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229431,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229456,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229481,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229506,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229531,2027-04-06,7208400010,Of a thickness of 2 mm or more,552,CN,12524,All Other Overseas Exporters (Residual Rate)
20229982,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20230007,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12705,Angang Steel Company Limited
20230032,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20230057,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20230082,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12725,"Bengang Steel Plates Co., Ltd"
20230107,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20230132,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20230157,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20230182,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230207,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230232,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230337,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230362,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230387,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230412,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230437,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230462,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230487,2027-04-06,7208400010,Of a thickness of 2 mm or more,554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229093,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229132,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12705,Angang Steel Company Limited
20229157,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229182,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229207,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229232,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229257,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229282,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229307,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229332,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229357,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229382,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229407,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229432,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229457,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229482,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229507,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229532,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",552,CN,12524,All Other Overseas Exporters (Residual Rate)
20229983,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20230008,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12705,Angang Steel Company Limited
20230033,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20230058,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20230083,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12725,"Bengang Steel Plates Co., Ltd"
20230108,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20230133,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20230158,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20230183,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230208,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230233,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230338,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230363,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230388,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230413,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230438,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230463,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230488,2027-04-06,7208521000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm",554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229094,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229133,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12705,Angang Steel Company Limited
20229158,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229183,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229208,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229233,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229258,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229283,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229308,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229333,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229358,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229383,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229408,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229433,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229458,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229483,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229508,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229533,2027-04-06,7208529900,Less than 2 050 mm,552,CN,12524,All Other Overseas Exporters (Residual Rate)
20229984,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20230009,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12705,Angang Steel Company Limited
20230034,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20230059,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20230084,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12725,"Bengang Steel Plates Co., Ltd"
20230109,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20230134,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20230159,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20230184,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230209,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230234,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230339,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230364,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230389,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230414,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230439,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230464,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230489,2027-04-06,7208529900,Less than 2 050 mm,554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229095,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229134,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12705,Angang Steel Company Limited
20229159,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229184,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229209,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229234,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229259,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229284,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229309,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229334,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229359,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229384,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229409,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229434,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229459,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229484,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229509,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229534,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",552,CN,12524,All Other Overseas Exporters (Residual Rate)
20229985,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20230010,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12705,Angang Steel Company Limited
20230035,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20230060,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20230085,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12725,"Bengang Steel Plates Co., Ltd"
